<<<<<<< HEAD
InvoiceNo,StockCode,Description,Quantity,UnitPrice,CustomerID,Country,Month,Day,Year,Hour,Revenue,Discount,ProductCategory,Region,Weekday,ReturnFlag,OrderType,PaymentMode,CalculatedRevenue
103152,2770,Laptop,7,1536,25723,India,5,12,2025,8,7575,15,Accessories,East,Monday,0,Online,Cash,10737
103153,8136,Keyboard,4,353,53233,Germany,5,12,2025,9,14329,5,Electronics,North,Monday,0,Store,Card,1407
103154,1618,Phone,9,4731,33862,Uk,5,12,2025,10,12303,10,Accessories,North,Monday,0,Online,Card,42569
103155,8629,Monitor,2,507,76526,Uk,5,12,2025,11,602,0,Electronics,South,Monday,0,Online,Upi,1014
103156,7934,Keyboard,1,1173,48292,Uk,5,12,2025,12,18980,10,Accessories,East,Monday,0,Online,Cash,1163
103157,9952,Phone,6,2342,66488,Uk,5,12,2025,13,19213,0,Electronics,West,Monday,0,Online,Upi,14052
103158,7010,Laptop,5,1854,25459,Usa,5,12,2025,14,13532,0,Accessories,West,Monday,0,Store,Card,9270
103159,8855,Phone,5,295,17711,Usa,5,12,2025,15,3605,5,Electronics,North,Monday,0,Online,Card,1470
103160,2066,Mouse,3,1712,94384,Uk,5,12,2025,16,16967,5,Electronics,West,Monday,0,Store,Card,5131
103161,9008,Phone,5,3919,50189,Usa,5,12,2025,17,505,5,Accessories,North,Monday,0,Store,Cash,19590
103162,2442,Phone,9,1327,22542,India,5,12,2025,18,10444,15,Electronics,East,Monday,0,Online,Card,11928
103163,3828,Monitor,7,4342,83066,Germany,5,12,2025,19,8831,5,Accessories,West,Monday,0,Online,Upi,30389
103164,2153,Monitor,9,1864,21944,Usa,5,12,2025,20,14103,0,Electronics,South,Monday,0,Store,Cash,16776
103165,4614,Monitor,3,165,99707,India,5,12,2025,21,3245,5,Electronics,West,Monday,0,Store,Cash,490
103166,7740,Mouse,8,633,44744,Usa,5,12,2025,22,17569,0,Accessories,East,Monday,0,Store,Card,5064
103167,3412,Laptop,4,4069,52011,India,5,12,2025,23,11617,0,Accessories,South,Monday,0,Online,Upi,16276
103168,8398,Mouse,9,2087,33341,Usa,5,13,2025,0,5577,10,Accessories,West,Tuesday,0,Online,Cash,18773
103169,6456,Keyboard,8,4907,17733,India,5,13,2025,1,6572,10,Accessories,North,Tuesday,0,Online,Upi,39246
103170,6659,Monitor,2,3965,46790,Uk,5,13,2025,2,13884,10,Electronics,West,Tuesday,0,Store,Card,7920
103171,9448,Mouse,9,248,42956,Usa,5,13,2025,3,4110,5,Accessories,South,Tuesday,0,Store,Upi,2227
103172,4886,Keyboard,6,1631,50323,Usa,5,13,2025,4,6286,15,Accessories,East,Tuesday,0,Online,Upi,9771
103173,4101,Laptop,7,3652,54092,Uk,5,13,2025,5,19714,0,Accessories,North,Tuesday,0,Online,Upi,25564
103174,9949,Laptop,6,409,66753,Usa,5,13,2025,6,17658,5,Accessories,West,Tuesday,0,Store,Card,2449
103175,6012,Phone,2,4995,16608,India,5,13,2025,7,6988,0,Electronics,North,Tuesday,0,Online,Cash,9990
103176,6530,Phone,9,914,42631,India,5,13,2025,8,11334,0,Electronics,East,Tuesday,0,Store,Card,8226
103177,3666,Phone,2,4005,87782,India,5,13,2025,9,8587,10,Accessories,North,Tuesday,0,Store,Cash,8000
103178,2938,Mouse,8,4218,95661,Uk,5,13,2025,10,4414,0,Accessories,West,Tuesday,0,Store,Upi,33744
103179,2528,Keyboard,2,2576,58490,Usa,5,13,2025,11,6237,10,Electronics,West,Tuesday,0,Store,Cash,5142
103180,3011,Monitor,8,4037,42955,Usa,5,13,2025,12,2608,15,Electronics,West,Tuesday,0,Online,Cash,32281
103181,2756,Mouse,4,4435,47449,Uk,5,13,2025,13,16821,15,Accessories,South,Tuesday,0,Store,Upi,17725
103182,7719,Monitor,3,3698,80396,India,5,13,2025,14,5301,10,Accessories,North,Tuesday,0,Online,Card,11084
103183,1521,Monitor,3,3568,45746,India,5,13,2025,15,4337,0,Electronics,North,Tuesday,0,Online,Card,10704
103184,6663,Keyboard,3,2004,95041,Uk,5,13,2025,16,12940,10,Electronics,North,Tuesday,0,Online,Card,6002
103185,9542,Keyboard,9,1533,12547,Usa,5,13,2025,17,2989,10,Accessories,East,Tuesday,0,Online,Card,13787
103186,7889,Mouse,7,4351,64534,Usa,5,13,2025,18,19146,5,Electronics,South,Tuesday,0,Online,Upi,30452
103187,4625,Phone,7,1199,56698,Uk,5,13,2025,19,17688,5,Electronics,North,Tuesday,1,Online,Upi,8388
103188,1534,Phone,6,2131,50644,Usa,5,13,2025,20,8549,0,Accessories,West,Tuesday,0,Online,Card,12786
103189,8506,Phone,4,2611,52801,Germany,5,13,2025,21,4075,15,Electronics,West,Tuesday,0,Online,Card,10429
103190,1028,Monitor,9,2014,24297,India,5,13,2025,22,3232,15,Electronics,South,Tuesday,0,Online,Card,18111
103191,7131,Mouse,3,1927,41129,Germany,5,13,2025,23,17229,10,Electronics,North,Tuesday,0,Store,Upi,5771
103192,7037,Monitor,9,3036,41806,India,5,14,2025,0,9098,10,Accessories,South,Wednesday,0,Store,Card,27314
103193,2727,Mouse,4,1714,69280,Uk,5,14,2025,1,11774,0,Accessories,North,Wednesday,0,Online,Upi,6856
103194,7658,Phone,4,4944,63839,Germany,5,14,2025,2,2919,10,Accessories,North,Wednesday,0,Store,Card,19766
103195,2578,Mouse,5,971,46992,Germany,5,14,2025,3,16555,15,Electronics,South,Wednesday,0,Online,Cash,4840
103196,3030,Keyboard,7,2006,56556,India,5,14,2025,4,10594,0,Accessories,North,Wednesday,0,Online,Cash,14042
103197,8307,Laptop,7,4241,61458,Usa,5,14,2025,5,1868,5,Electronics,North,Wednesday,0,Online,Cash,29682
103198,9811,Laptop,7,2430,14246,Germany,5,14,2025,6,1984,15,Accessories,West,Wednesday,0,Store,Upi,16995
103199,3382,Mouse,1,3554,89652,Usa,5,14,2025,7,19290,15,Electronics,North,Wednesday,0,Online,Cash,3539
103200,9291,Keyboard,2,3270,90316,Uk,5,14,2025,8,1608,5,Electronics,West,Wednesday,1,Store,Card,6535
103201,9218,Laptop,8,1723,42749,Uk,5,14,2025,9,6345,5,Electronics,West,Wednesday,0,Online,Card,13779
103202,7923,Phone,9,3746,78494,Germany,5,14,2025,10,750,5,Accessories,South,Wednesday,0,Store,Upi,33709
103203,2260,Laptop,2,1264,45812,Uk,5,14,2025,11,1643,5,Electronics,West,Wednesday,0,Online,Card,2523
103204,3694,Phone,9,3773,16085,India,5,14,2025,12,16347,5,Electronics,East,Wednesday,1,Store,Card,33952
103205,7098,Mouse,3,727,87930,Usa,5,14,2025,13,15415,10,Accessories,West,Wednesday,0,Online,Card,2171
103206,9991,Mouse,9,3501,34089,Germany,5,14,2025,14,6955,0,Accessories,West,Wednesday,0,Online,Cash,31509
103207,8329,Laptop,9,651,42228,India,5,14,2025,15,3979,0,Electronics,East,Wednesday,0,Online,Upi,5859
103208,4781,Phone,6,4357,61816,Usa,5,14,2025,16,5351,0,Accessories,East,Wednesday,0,Online,Card,26142
103209,3117,Monitor,2,3164,49542,India,5,14,2025,17,7346,10,Accessories,North,Wednesday,0,Store,Cash,6318
103210,9642,Laptop,8,298,33922,Germany,5,14,2025,18,15644,15,Accessories,South,Wednesday,0,Online,Upi,2369
103211,3485,Laptop,1,633,82072,Usa,5,14,2025,19,12095,0,Accessories,West,Wednesday,1,Store,Cash,633
103212,4079,Monitor,4,1018,42041,Germany,5,14,2025,20,9160,15,Accessories,West,Wednesday,0,Online,Upi,4057
103213,9679,Phone,6,4805,63267,India,5,14,2025,21,1838,0,Electronics,East,Wednesday,0,Store,Card,28830
103214,6054,Laptop,1,2988,69893,India,5,14,2025,22,2752,0,Electronics,South,Wednesday,1,Store,Upi,2988
103215,3381,Mouse,4,1467,94048,Uk,5,14,2025,23,4437,5,Accessories,South,Wednesday,0,Online,Card,5863
103216,1048,Keyboard,8,1456,53103,Uk,5,15,2025,0,4637,5,Accessories,South,Thursday,0,Online,Cash,11643
103217,4869,Laptop,1,226,52359,Uk,5,15,2025,1,10036,15,Electronics,East,Thursday,0,Online,Cash,211
103218,9873,Mouse,4,1095,92179,Uk,5,15,2025,2,17324,0,Electronics,South,Thursday,0,Online,Upi,4380
103219,4892,Laptop,1,4291,53111,Germany,5,15,2025,3,8727,15,Accessories,East,Thursday,0,Store,Upi,4276
103220,7295,Keyboard,6,3034,36805,Usa,5,15,2025,4,6914,15,Accessories,East,Thursday,0,Online,Cash,18189
103221,3277,Monitor,1,1901,13863,India,5,15,2025,5,11372,5,Electronics,East,Thursday,0,Online,Cash,1896
103222,7979,Keyboard,3,203,39235,Usa,5,15,2025,6,1981,10,Accessories,North,Thursday,0,Online,Card,599
103223,7981,Mouse,5,1780,27757,Usa,5,15,2025,7,14708,10,Electronics,West,Thursday,0,Store,Upi,8890
103224,6474,Keyboard,2,1976,37432,India,5,15,2025,8,1582,15,Accessories,South,Thursday,0,Store,Upi,3937
103225,7945,Keyboard,3,681,58599,India,5,15,2025,9,7383,0,Accessories,West,Thursday,0,Online,Upi,2043
103226,6208,Laptop,8,3075,57234,Uk,5,15,2025,10,19081,15,Electronics,South,Thursday,0,Online,Upi,24585
103227,4404,Laptop,7,3336,26839,India,5,15,2025,11,8385,5,Electronics,West,Thursday,0,Store,Cash,23347
103228,7640,Laptop,1,4991,51768,Usa,5,15,2025,12,15081,15,Electronics,North,Thursday,0,Store,Cash,4976
103229,8515,Phone,8,1858,50822,Germany,5,15,2025,13,5811,15,Accessories,West,Thursday,0,Store,Upi,14849
103230,8568,Monitor,5,1452,13854,Usa,5,15,2025,14,17116,15,Accessories,North,Thursday,1,Store,Cash,7245
103231,2917,Laptop,2,4132,35498,India,5,15,2025,15,7124,15,Electronics,East,Thursday,0,Online,Cash,8249
103232,7088,Mouse,9,1816,75046,India,5,15,2025,16,4932,5,Electronics,East,Thursday,1,Store,Card,16339
103233,1038,Keyboard,4,3190,11873,Uk,5,15,2025,17,1495,10,Electronics,South,Thursday,0,Online,Card,12750
103234,6147,Laptop,3,3713,37083,Usa,5,15,2025,18,6477,0,Electronics,West,Thursday,1,Store,Upi,11139
103235,6139,Phone,2,4411,52759,Usa,5,15,2025,19,11812,5,Electronics,East,Thursday,0,Store,Card,8817
103236,4271,Phone,8,1661,24985,Usa,5,15,2025,20,1737,10,Accessories,West,Thursday,0,Store,Cash,13278
103237,9945,Mouse,3,3150,68163,Uk,5,15,2025,21,3869,15,Electronics,East,Thursday,0,Store,Cash,9435
103238,8945,Laptop,6,742,74419,India,5,15,2025,22,7265,5,Electronics,East,Thursday,0,Online,Card,4447
103239,1347,Mouse,3,3918,40440,Uk,5,15,2025,23,14467,15,Accessories,North,Thursday,0,Store,Upi,11739
103240,2879,Keyboard,9,320,30719,Uk,5,16,2025,0,12140,10,Accessories,North,Friday,0,Online,Card,2870
103241,2871,Phone,8,3513,79886,Germany,5,16,2025,1,1322,15,Electronics,East,Friday,1,Store,Upi,28089
103242,9077,Mouse,5,1124,29354,Usa,5,16,2025,2,1213,5,Accessories,South,Friday,0,Store,Upi,5615
103243,5669,Mouse,4,2366,23144,Usa,5,16,2025,3,1667,10,Electronics,South,Friday,0,Online,Upi,9454
103244,7559,Mouse,6,474,12971,Usa,5,16,2025,4,6948,10,Accessories,East,Friday,0,Store,Cash,2834
103245,8288,Laptop,5,3474,18216,Usa,5,16,2025,5,6051,0,Electronics,South,Friday,0,Store,Cash,17370
103246,7907,Laptop,9,2462,88444,Uk,5,16,2025,6,2780,5,Electronics,West,Friday,0,Store,Card,22153
103247,1801,Keyboard,7,3351,94134,Usa,5,16,2025,7,9048,15,Accessories,East,Friday,0,Store,Cash,23442
103248,2262,Monitor,1,1802,59128,India,5,16,2025,8,12031,10,Electronics,East,Friday,0,Online,Card,1792
103249,4556,Laptop,8,132,92948,India,5,16,2025,9,14025,10,Electronics,West,Friday,0,Store,Upi,1046
103250,4045,Mouse,2,2946,73620,Uk,5,16,2025,10,19909,0,Electronics,North,Friday,0,Online,Card,5892
103251,7722,Phone,3,3523,46588,India,5,16,2025,11,13997,0,Electronics,North,Friday,0,Online,Card,10569
103252,2405,Phone,4,3357,74194,Usa,5,16,2025,12,19723,10,Accessories,West,Friday,0,Store,Upi,13418
103253,4343,Monitor,2,1384,47793,India,5,16,2025,13,19480,0,Accessories,West,Friday,0,Store,Card,2768
103254,3128,Keyboard,9,3611,96573,Germany,5,16,2025,14,17013,0,Accessories,East,Friday,0,Store,Cash,32499
103255,2699,Keyboard,9,2754,86592,Germany,5,16,2025,15,7357,10,Accessories,North,Friday,0,Online,Cash,24776
103256,2555,Mouse,2,1129,86026,Uk,5,16,2025,16,1346,15,Electronics,South,Friday,0,Store,Cash,2243
103257,2759,Mouse,3,645,57746,India,5,16,2025,17,1657,15,Accessories,East,Friday,0,Store,Card,1920
103258,6078,Mouse,4,1694,56645,Usa,5,16,2025,18,17477,5,Electronics,North,Friday,0,Online,Card,6771
103259,4690,Monitor,7,212,20540,Usa,5,16,2025,19,17294,15,Electronics,West,Friday,0,Store,Cash,1469
103260,4917,Monitor,6,3608,68746,Uk,5,16,2025,20,6534,10,Accessories,South,Friday,1,Online,Upi,21638
103261,5314,Monitor,7,174,20338,India,5,16,2025,21,14747,15,Electronics,West,Friday,1,Online,Upi,1203
103262,7668,Monitor,1,337,58642,Germany,5,16,2025,22,9360,0,Electronics,East,Friday,0,Online,Upi,337
103263,8755,Laptop,5,875,21801,India,5,16,2025,23,1828,10,Electronics,South,Friday,0,Online,Card,4365
103264,5737,Monitor,2,1697,52837,Uk,5,17,2025,0,13256,15,Electronics,North,Saturday,1,Store,Upi,3379
103265,6779,Phone,3,197,80268,Usa,5,17,2025,1,2125,15,Accessories,West,Saturday,0,Online,Cash,576
103266,7646,Monitor,7,3186,37752,Usa,5,17,2025,2,3049,15,Accessories,East,Saturday,0,Store,Upi,22287
103267,7212,Keyboard,2,748,64170,Usa,5,17,2025,3,9794,0,Electronics,West,Saturday,0,Online,Upi,1496
103268,2208,Mouse,1,4035,33395,Uk,5,17,2025,4,1867,10,Electronics,North,Saturday,0,Store,Card,4025
103269,9845,Monitor,5,2839,36978,India,5,17,2025,5,7162,0,Electronics,North,Saturday,0,Online,Card,14195
103270,2483,Keyboard,7,508,26453,Germany,5,17,2025,6,15182,5,Accessories,North,Saturday,0,Online,Card,3551
103271,4706,Mouse,5,2061,24586,Germany,5,17,2025,7,12129,0,Accessories,South,Saturday,0,Online,Cash,10305
103272,6872,Keyboard,2,787,43483,India,5,17,2025,8,1580,15,Electronics,South,Saturday,0,Store,Card,1559
103273,4629,Laptop,7,4905,21111,Usa,5,17,2025,9,4773,15,Electronics,West,Saturday,0,Store,Cash,34320
103274,3187,Phone,4,3003,90236,Uk,5,17,2025,10,19876,0,Accessories,West,Saturday,0,Online,Cash,12012
103275,9309,Monitor,7,4062,76724,Usa,5,17,2025,11,19207,15,Electronics,North,Saturday,0,Store,Upi,28419
103276,1643,Mouse,2,1934,29946,Usa,5,17,2025,12,18422,15,Electronics,East,Saturday,0,Store,Upi,3853
103277,3212,Monitor,9,819,89726,Uk,5,17,2025,13,10486,15,Accessories,East,Saturday,0,Store,Card,7356
103278,9935,Laptop,3,1251,42879,India,5,17,2025,14,8894,5,Electronics,North,Saturday,0,Store,Upi,3748
103279,7567,Mouse,9,2142,57796,Germany,5,17,2025,15,15139,15,Accessories,South,Saturday,0,Store,Card,19263
103280,1782,Monitor,4,3875,72907,Germany,5,17,2025,16,19159,15,Accessories,East,Saturday,0,Store,Upi,15485
103281,7790,Laptop,7,2211,79543,Uk,5,17,2025,17,2952,10,Accessories,East,Saturday,0,Online,Upi,15467
103282,9724,Monitor,5,4650,10697,Uk,5,17,2025,18,17957,5,Accessories,North,Saturday,1,Store,Card,23245
103283,1879,Phone,1,1874,35481,Usa,5,17,2025,19,12530,15,Electronics,South,Saturday,1,Store,Upi,1859
103284,4726,Keyboard,1,1242,40293,India,5,17,2025,20,3247,0,Electronics,South,Saturday,0,Online,Card,1242
103285,5213,Mouse,4,2528,62709,India,5,17,2025,21,17371,5,Electronics,North,Saturday,0,Online,Upi,10107
103286,2178,Monitor,2,644,88515,Usa,5,17,2025,22,1126,0,Accessories,North,Saturday,0,Store,Card,1288
103287,2804,Mouse,6,3382,49423,Germany,5,17,2025,23,948,15,Electronics,South,Saturday,0,Online,Cash,20277
103288,2563,Monitor,2,594,51714,Usa,5,18,2025,0,7670,0,Accessories,West,Sunday,0,Online,Card,1188
103289,2668,Monitor,6,3240,17892,Usa,5,18,2025,1,11029,15,Accessories,West,Sunday,0,Online,Card,19425
103290,4631,Laptop,2,1974,57347,India,5,18,2025,2,8839,10,Accessories,North,Sunday,0,Online,Upi,3938
103291,5173,Laptop,2,1849,53862,Uk,5,18,2025,3,5311,5,Accessories,East,Sunday,0,Store,Upi,3693
103292,3141,Laptop,4,3093,67300,India,5,18,2025,4,13317,10,Accessories,East,Sunday,0,Store,Upi,12362
103293,3604,Laptop,6,3554,86209,India,5,18,2025,5,9828,0,Electronics,South,Sunday,0,Online,Card,21324
103294,2729,Mouse,4,4651,61046,India,5,18,2025,6,2834,15,Accessories,North,Sunday,0,Store,Card,18589
103295,8163,Laptop,4,1518,14660,Usa,5,18,2025,7,16411,5,Electronics,East,Sunday,0,Online,Upi,6067
103296,2905,Phone,4,4078,83551,India,5,18,2025,8,6527,15,Electronics,North,Sunday,0,Online,Card,16297
103297,9167,Phone,4,4193,52939,Uk,5,18,2025,9,13956,15,Electronics,North,Sunday,0,Store,Cash,16757
103298,5849,Laptop,4,4978,53785,Germany,5,18,2025,10,7345,10,Accessories,South,Sunday,0,Store,Cash,19902
103299,8223,Mouse,8,4825,88592,Germany,5,18,2025,11,15212,10,Accessories,North,Sunday,0,Store,Card,38590
103300,6726,Monitor,6,3973,63081,India,5,18,2025,12,6000,15,Electronics,West,Sunday,0,Online,Cash,23823
103301,3394,Monitor,4,1544,81105,Germany,5,18,2025,13,4627,5,Electronics,East,Sunday,0,Store,Card,6171
103302,6411,Keyboard,7,3503,89210,Germany,5,18,2025,14,1946,5,Accessories,West,Sunday,0,Store,Upi,24516
103303,3466,Phone,5,3944,54410,Germany,5,18,2025,15,16734,15,Accessories,North,Sunday,0,Online,Cash,19705
103304,2066,Monitor,9,1528,98419,Uk,5,18,2025,16,14567,5,Electronics,North,Sunday,1,Store,Cash,13747
103305,3292,Monitor,6,4085,25420,Usa,5,18,2025,17,12472,5,Accessories,North,Sunday,0,Online,Upi,24505
103306,3480,Keyboard,2,3539,88413,Germany,5,18,2025,18,12348,0,Electronics,North,Sunday,0,Online,Card,7078
103307,2215,Keyboard,6,2504,86366,India,5,18,2025,19,1851,5,Electronics,East,Sunday,0,Online,Card,15019
103308,1212,Mouse,7,4322,18974,Uk,5,18,2025,20,8534,0,Electronics,North,Sunday,1,Store,Cash,30254
103309,9493,Keyboard,2,529,23781,Usa,5,18,2025,21,17322,15,Accessories,West,Sunday,0,Online,Upi,1043
103310,5620,Phone,2,3451,13325,Uk,5,18,2025,22,6142,10,Accessories,East,Sunday,0,Online,Cash,6892
103311,4618,Mouse,6,3952,34913,Uk,5,18,2025,23,1587,5,Accessories,South,Sunday,0,Store,Upi,23707
103312,9368,Laptop,8,297,99232,Uk,5,19,2025,0,16867,15,Accessories,South,Monday,0,Online,Card,2361
103313,3021,Keyboard,4,2096,21184,Usa,5,19,2025,1,1061,5,Accessories,South,Monday,0,Online,Upi,8379
103314,4625,Monitor,5,2633,13037,India,5,19,2025,2,13932,5,Electronics,East,Monday,0,Store,Cash,13160
103315,8619,Phone,6,1119,51310,Usa,5,19,2025,3,16758,10,Electronics,East,Monday,0,Online,Upi,6704
103316,6687,Keyboard,6,4408,41814,Usa,5,19,2025,4,15033,5,Accessories,South,Monday,0,Store,Upi,26443
103317,4592,Monitor,2,3170,66627,Usa,5,19,2025,5,753,5,Electronics,West,Monday,0,Online,Card,6335
103318,3302,Mouse,4,1447,64586,Germany,5,19,2025,6,17976,10,Accessories,West,Monday,0,Store,Card,5778
103319,1316,Keyboard,9,2240,84439,Usa,5,19,2025,7,2224,5,Electronics,South,Monday,0,Store,Upi,20155
103320,1765,Keyboard,8,648,47343,India,5,19,2025,8,17106,5,Accessories,South,Monday,0,Online,Card,5179
103321,2457,Mouse,7,529,51519,Germany,5,19,2025,9,830,0,Electronics,West,Monday,0,Online,Upi,3703
103322,8078,Monitor,1,3757,12036,Usa,5,19,2025,10,10073,15,Electronics,East,Monday,0,Online,Card,3742
103323,6752,Phone,4,4920,97363,Germany,5,19,2025,11,17665,15,Electronics,West,Monday,0,Online,Upi,19665
103324,4900,Mouse,1,1456,29191,Usa,5,19,2025,12,5630,10,Accessories,North,Monday,0,Online,Card,1446
103325,8045,Laptop,3,1298,63626,Germany,5,19,2025,13,1371,10,Accessories,North,Monday,0,Online,Upi,3884
103326,2446,Phone,8,3451,89258,Uk,5,19,2025,14,2227,15,Electronics,East,Monday,1,Online,Cash,27593
103327,2898,Phone,4,2603,64396,Uk,5,19,2025,15,7767,15,Electronics,North,Monday,0,Store,Upi,10397
103328,4534,Phone,2,783,66284,Usa,5,19,2025,16,7529,5,Accessories,East,Monday,0,Online,Upi,1561
103329,9255,Mouse,7,3369,25775,Germany,5,19,2025,17,4731,10,Electronics,East,Monday,0,Store,Upi,23573
103330,6527,Monitor,7,1128,73811,Usa,5,19,2025,18,9416,15,Electronics,South,Monday,0,Online,Cash,7881
103331,8658,Monitor,6,663,27110,Germany,5,19,2025,19,7162,0,Accessories,North,Monday,0,Store,Cash,3978
103332,3233,Monitor,8,2374,72260,Germany,5,19,2025,20,12014,15,Accessories,South,Monday,0,Store,Upi,18977
103333,8634,Phone,7,3723,61895,India,5,19,2025,21,6166,5,Accessories,South,Monday,0,Store,Upi,26056
103334,1652,Phone,6,2653,54060,India,5,19,2025,22,6631,0,Electronics,South,Monday,0,Store,Upi,15918
103335,3048,Keyboard,9,3276,74878,Usa,5,19,2025,23,17813,5,Electronics,West,Monday,0,Store,Card,29479
103336,5706,Laptop,3,1266,74779,India,5,20,2025,0,15802,10,Accessories,East,Tuesday,0,Store,Cash,3788
103337,1454,Laptop,5,2519,28423,India,5,20,2025,1,15489,10,Accessories,East,Tuesday,0,Online,Cash,12585
103338,8723,Phone,6,3593,43799,India,5,20,2025,2,7901,0,Accessories,North,Tuesday,0,Online,Upi,21558
103339,8805,Phone,7,2688,53561,Germany,5,20,2025,3,17757,10,Electronics,East,Tuesday,0,Store,Cash,18806
103340,5872,Laptop,5,1274,23658,India,5,20,2025,4,7150,10,Accessories,East,Tuesday,1,Online,Upi,6360
103341,3751,Mouse,4,4778,42057,Uk,5,20,2025,5,14540,10,Accessories,East,Tuesday,0,Online,Card,19102
103342,1890,Mouse,2,429,13727,Usa,5,20,2025,6,15150,15,Electronics,South,Tuesday,0,Online,Cash,843
103343,6569,Mouse,6,4563,49488,Uk,5,20,2025,7,6941,15,Electronics,East,Tuesday,0,Store,Upi,27363
103344,5838,Monitor,2,3650,28517,Uk,5,20,2025,8,12502,5,Electronics,South,Tuesday,0,Online,Cash,7295
103345,7838,Keyboard,5,648,29991,Usa,5,20,2025,9,4123,5,Accessories,West,Tuesday,0,Store,Card,3235
103346,6422,Keyboard,4,1350,83654,Usa,5,20,2025,10,7988,15,Electronics,South,Tuesday,1,Online,Cash,5385
103347,2154,Keyboard,7,1906,22664,Uk,5,20,2025,11,10830,15,Accessories,West,Tuesday,0,Store,Card,13327
103348,2095,Monitor,5,4792,20864,India,5,20,2025,12,13483,0,Electronics,West,Tuesday,0,Store,Cash,23960
103349,8026,Monitor,1,2632,38844,Usa,5,20,2025,13,7455,5,Accessories,West,Tuesday,0,Online,Card,2627
103350,2431,Laptop,5,1364,12114,Usa,5,20,2025,14,14381,15,Electronics,East,Tuesday,0,Online,Card,6805
103351,9445,Laptop,2,4607,88201,Germany,5,20,2025,15,13046,10,Electronics,South,Tuesday,0,Online,Upi,9204
103352,1953,Mouse,4,678,98821,India,5,20,2025,16,17346,15,Accessories,East,Tuesday,0,Store,Card,2697
103353,7554,Keyboard,3,4101,82469,India,5,20,2025,17,1259,0,Accessories,West,Tuesday,0,Store,Cash,12303
103354,9776,Phone,2,4170,81937,Germany,5,20,2025,18,10511,15,Accessories,West,Tuesday,0,Online,Upi,8325
103355,4970,Phone,9,1993,19148,Uk,5,20,2025,19,14403,0,Accessories,West,Tuesday,0,Online,Card,17937
103356,1510,Monitor,3,311,59910,Usa,5,20,2025,20,8733,0,Accessories,East,Tuesday,0,Store,Upi,933
103357,8889,Laptop,5,4442,17902,India,5,20,2025,21,6341,10,Accessories,South,Tuesday,0,Store,Upi,22200
103358,2685,Laptop,8,4840,37072,Germany,5,20,2025,22,11842,15,Accessories,South,Tuesday,0,Store,Cash,38705
103359,5746,Keyboard,4,1952,54365,Usa,5,20,2025,23,9513,5,Electronics,South,Tuesday,0,Online,Cash,7803
103360,9859,Keyboard,9,1010,71335,India,5,21,2025,0,8879,0,Accessories,West,Wednesday,0,Store,Cash,9090
103361,7702,Monitor,4,1428,34964,Usa,5,21,2025,1,19582,15,Accessories,South,Wednesday,0,Store,Card,5697
103362,1416,Laptop,9,768,33054,India,5,21,2025,2,8744,0,Accessories,South,Wednesday,0,Store,Upi,6912
103363,8383,Phone,5,3088,84107,Germany,5,21,2025,3,4703,10,Accessories,South,Wednesday,0,Online,Cash,15430
103364,2451,Keyboard,1,2641,30180,India,5,21,2025,4,826,0,Accessories,South,Wednesday,0,Store,Cash,2641
103365,7743,Keyboard,8,1843,53755,Usa,5,21,2025,5,2794,10,Accessories,North,Wednesday,1,Store,Upi,14734
103366,6587,Laptop,8,3288,35813,Germany,5,21,2025,6,10970,0,Accessories,North,Wednesday,0,Online,Cash,26304
103367,3590,Phone,9,3149,86742,Germany,5,21,2025,7,4591,5,Electronics,North,Wednesday,0,Store,Upi,28336
103368,4812,Keyboard,2,155,58135,Uk,5,21,2025,8,2636,5,Accessories,North,Wednesday,0,Online,Card,305
103369,2060,Mouse,8,2107,19737,Germany,5,21,2025,9,7354,15,Accessories,North,Wednesday,0,Store,Upi,16841
103370,9880,Mouse,4,4331,23315,Usa,5,21,2025,10,5188,10,Electronics,West,Wednesday,0,Store,Card,17314
103371,3144,Mouse,8,3999,97305,Germany,5,21,2025,11,10956,15,Electronics,North,Wednesday,0,Online,Cash,31977
103372,3777,Laptop,9,4288,94629,Usa,5,21,2025,12,1597,10,Accessories,North,Wednesday,0,Store,Cash,38582
103373,5525,Phone,2,4776,79038,Uk,5,21,2025,13,19614,5,Electronics,East,Wednesday,0,Store,Cash,9547
103374,7050,Phone,4,400,16975,Uk,5,21,2025,14,18269,5,Electronics,West,Wednesday,0,Online,Cash,1595
103375,5546,Phone,3,1424,75868,Usa,5,21,2025,15,17462,10,Electronics,East,Wednesday,0,Online,Cash,4262
103376,5545,Mouse,3,2351,69470,Uk,5,21,2025,16,3844,10,Accessories,North,Wednesday,0,Store,Cash,7043
103377,6243,Keyboard,6,2599,94618,Germany,5,21,2025,17,14441,15,Electronics,East,Wednesday,0,Online,Cash,15579
103378,8718,Keyboard,4,3952,53766,Uk,5,21,2025,18,766,15,Electronics,East,Wednesday,0,Online,Card,15793
103379,4555,Keyboard,6,3649,52326,Uk,5,21,2025,19,14550,0,Electronics,East,Wednesday,0,Store,Cash,21894
103380,8488,Keyboard,7,3560,66933,Germany,5,21,2025,20,16055,15,Electronics,South,Wednesday,0,Online,Upi,24905
103381,8081,Keyboard,2,876,23399,Germany,5,21,2025,21,6033,5,Accessories,South,Wednesday,0,Store,Upi,1747
103382,9648,Monitor,1,3420,77087,Usa,5,21,2025,22,9543,10,Accessories,West,Wednesday,0,Store,Card,3410
